date,hour,order_id,user_id,financial_status,lineitem_sku,lineitem_name,lineitem_variant,color,genero,categoria,lineitem_quantity,lineitem_price,lineitem_total,lineitem_compare_at_price,lineitem_discount,lineitem_percent_discount,range_discount,discount_filter,con_descuento_items,sin_descuento_items
2024-11-16,6,WAIRA-15851,juan-bautista42@yahoo.com,paid,POLO-MAR-CEL-XL,Polo Marino,XL,Celeste,Unisex,Polo,1,89.83,89.83,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-13,9,WAIRA-15852,palberola@cueto.com,paid,CAMI-JUA-AZU-S,Camisa Juan Hombre,S,Azul,Hombre,Camisa,1,96.7,96.7,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-13,9,WAIRA-15852,palberola@cueto.com,paid,PANT-MIG-ROS-M,Pantalón Miguel Hombre,M,Rosado,Hombre,Pantalón,1,131.71,131.71,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-08-17,22,WAIRA-15853,nicanor67@hotmail.com,paid,POLE-HUM-CEL-XS,Polera Humberto,XS,Celeste,Unisex,Polera,1,99.09,99.09,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-07-01,9,WAIRA-15854,german23@olivares.es,paid,CHOM-LUI-VER-M,Chompa Luis Hombre,M,Verde,Hombre,Chompa,1,86.63,86.63,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-03-02,6,WAIRA-15856,feliciana58@jodar.com,paid,CHOM-LUC-NEG-M,Chompa Lucía Mujer,M,Negro,Mujer,Chompa,1,150.96,150.96,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-11-12,19,WAIRA-15858,despanol@bonilla-catalan.es,paid,BLUS-VAL-ROS-XS,Blusa Valeria Mujer,XS,Rosado,Mujer,Blusa,1,100.53,100.53,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-11-12,19,WAIRA-15858,despanol@bonilla-catalan.es,paid,SHOR-LUI-VER-M,Short Luis Hombre,M,Verde,Hombre,Short,1,99.84,99.84,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-11-12,19,WAIRA-15858,despanol@bonilla-catalan.es,paid,SHOR-MIG-CEL-XL,Short Miguel Hombre,XL,Celeste,Hombre,Short,1,166.31,166.31,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-11-12,19,WAIRA-15858,despanol@bonilla-catalan.es,paid,SHOR-DAN-ROJ-S,Short Daniela Mujer,S,Rojo,Mujer,Short,1,131.82,131.82,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-01-16,12,WAIRA-15861,frutosgil@yahoo.com,paid,POLE-DAV-VER-M,Polera David,M,Verde,Unisex,Polera,1,168.92,168.92,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-10-26,17,WAIRA-15865,manuela87@mur.es,paid,SHOR-AND-AZU-M,Short Andrea Mujer,M,Azul,Mujer,Short,1,184.5,184.5,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-08-16,1,WAIRA-15866,rivasgisela@galan.es,paid,POLE-JAC-MAR-M,Polera Jacinta,M,Marrón,Unisex,Polera,1,197.81,197.81,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-23,14,WAIRA-15867,kmiralles@yahoo.com,paid,CHOM-LUI-AZU-M,Chompa Luis Hombre,M,Azul,Hombre,Chompa,1,180.25,180.25,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-23,14,WAIRA-15867,kmiralles@yahoo.com,paid,VEST-LOR-ROS-M,Vestido Lorena,M,Rosado,Unisex,Vestido,1,191.68,191.68,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-10-06,5,WAIRA-15868,campoursula@yahoo.com,paid,VEST-MAT-VER-M,Vestido Mateo Hombre,M,Verde,Hombre,Vestido,1,129.88,129.88,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-09-06,11,WAIRA-15869,saturninavilanova@gmail.com,paid,SACO-NIC-ROS-M,Saco Nicolasa,M,Rosado,Unisex,Saco,1,166.58,166.58,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-10-16,22,WAIRA-15871,saldanaeustaquio@yahoo.com,pending,SACO-LUI-NEG-XL,Saco Luis Hombre,XL,Negro,Hombre,Saco,1,138.93,138.93,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-10-16,22,WAIRA-15871,saldanaeustaquio@yahoo.com,pending,SHOR-RIC-CEL-M,Short Rico,M,Celeste,Unisex,Short,1,191.23,191.23,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-08-10,2,WAIRA-15872,caparroscalista@hotmail.com,paid,CASA-LUC-AZU-M,Casaca Lucía Mujer,M,Azul Marino,Mujer,Casaca,1,191.52,191.52,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-08-10,2,WAIRA-15872,caparroscalista@hotmail.com,paid,PANT-DAN-VER-M,Pantalón Daniela Mujer,M,Verde,Mujer,Pantalón,1,156.19,156.19,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-04-24,14,WAIRA-15873,otiliapineda@alba.com,paid,SHOR-BEL-GRI-XL,Short Belen,XL,Gris,Unisex,Short,1,82.93,82.93,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-04-24,14,WAIRA-15873,otiliapineda@alba.com,paid,POLE-SEV-AZU-L,Polera Severino,L,Azul,Unisex,Polera,1,169.03,169.03,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-31,2,WAIRA-15874,adalberto69@yahoo.com,paid,FALD-ADR-VER-XS,Falda Adrián,XS,Verde,Unisex,Falda,1,87.77,87.77,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-07-04,20,WAIRA-15875,victor09@hotmail.com,pending,POLE-AND-AZU-XS,Polera Andrés Hombre,XS,Azul Marino,Hombre,Polera,1,123.49,123.49,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-07-04,20,WAIRA-15875,victor09@hotmail.com,pending,POLO-MIG-ROJ-L,Polo Miguel Hombre,L,Rojo,Hombre,Polo,1,97.16,97.16,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-07-04,20,WAIRA-15875,victor09@hotmail.com,pending,CASA-PED-GRI-M,Casaca Pedro Hombre,M,Gris,Hombre,Casaca,1,131.77,131.77,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-18,14,WAIRA-15876,edaza@gmail.com,paid,SHOR-JUA-CEL-XS,Short Juan Francisco,XS,Celeste,Unisex,Short,1,165.85,165.85,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-18,14,WAIRA-15876,edaza@gmail.com,paid,POLE-CAR-ROS-XL,Polera Carla Mujer,XL,Rosado,Mujer,Polera,1,96.18,96.18,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-07-19,11,WAIRA-15878,rodrigo66@sole-llopis.org,paid,CASA-CAR-VER-M,Casaca Carla Mujer,M,Verde,Mujer,Casaca,1,143.96,143.96,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-10,3,WAIRA-15881,odalis21@montserrat-saez.com,paid,CASA-BEG-AZU-M,Casaca Begoña,M,Azul Marino,Unisex,Casaca,1,82.84,82.84,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-10,3,WAIRA-15881,odalis21@montserrat-saez.com,paid,SHOR-CAM-ROS-L,Short Camila Mujer,L,Rosado,Mujer,Short,1,170.37,170.37,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-02-06,6,WAIRA-15882,adelina57@hotmail.com,paid,SHOR-JUA-AZU-S,Short Juan Hombre,S,Azul Marino,Hombre,Short,1,80.5,80.5,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-12-13,16,WAIRA-15883,earenas@cerro.es,paid,SHOR-MAR-MAR-M,Short Martina,M,Marrón,Unisex,Short,1,84.59,84.59,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-12-13,16,WAIRA-15883,earenas@cerro.es,paid,BLUS-AND-MAR-M,Blusa Andrés Hombre,M,Marrón,Hombre,Blusa,1,157.96,157.96,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-08-01,0,WAIRA-15887,carrascoherminia@hotmail.com,paid,POLE-LUC-BLA-S,Polera Lucía Mujer,S,Blanco,Mujer,Polera,1,167.23,167.23,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-11-04,21,WAIRA-15889,lorenaarmas@yahoo.com,paid,VEST-MAT-NEG-S,Vestido Mateo Hombre,S,Negro,Hombre,Vestido,1,176.99,176.99,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-06-25,21,WAIRA-15891,santamarianidia@carranza.com,paid,POLE-LUC-MAR-XS,Polera Lucía Mujer,XS,Marrón,Mujer,Polera,1,87.53,87.53,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-07-11,0,WAIRA-15892,ericbilbao@gisbert.es,paid,CAMI-MAT-CEL-M,Camisa Mateo Hombre,M,Celeste,Hombre,Camisa,1,134.46,134.46,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-08-28,21,WAIRA-15893,tgomez@hotmail.com,paid,PANT-AND-BLA-XS,Pantalón Andrea Mujer,XS,Blanco,Mujer,Pantalón,1,172.53,172.53,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-08-28,21,WAIRA-15893,tgomez@hotmail.com,paid,POLE-LUI-AZU-XL,Polera Luis Hombre,XL,Azul,Hombre,Polera,1,99.44,99.44,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-08-28,21,WAIRA-15893,tgomez@hotmail.com,paid,PANT-CAM-NEG-L,Pantalón Camila Mujer,L,Negro,Mujer,Pantalón,1,146.11,146.11,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-11-12,2,WAIRA-15894,ismael05@maza-poza.com,paid,FALD-ARI-AZU-M,Falda Ariadna,M,Azul,Unisex,Falda,1,143.8,143.8,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-12-07,0,WAIRA-15895,nieves54@diaz.com,pending,PANT-ALF-AZU-XL,Pantalón Alfredo,XL,Azul,Unisex,Pantalón,1,96.42,96.42,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-08-10,20,WAIRA-15897,dmoles@velez.es,paid,PANT-HUM-GRI-S,Pantalón Humberto,S,Gris,Unisex,Pantalón,1,159.65,159.65,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-08-10,20,WAIRA-15897,dmoles@velez.es,paid,POLO-LUI-ROJ-L,Polo Luis Hombre,L,Rojo,Hombre,Polo,1,120.58,120.58,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-08-10,20,WAIRA-15897,dmoles@velez.es,paid,CASA-LUC-ROJ-S,Casaca Lucía Mujer,S,Rojo,Mujer,Casaca,1,115.68,115.68,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-08-10,20,WAIRA-15897,dmoles@velez.es,paid,POLO-AND-ROJ-M,Polo Andrés Hombre,M,Rojo,Hombre,Polo,1,161.1,161.1,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-04-18,1,WAIRA-15898,segarraeric@viana.com,paid,POLE-RUT-BEI-S,Polera Ruth,S,Beige,Unisex,Polera,1,198.72,198.72,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-07-13,2,WAIRA-15900,pascual68@yahoo.com,paid,CASA-CAM-NEG-M,Casaca Camila Mujer,M,Negro,Mujer,Casaca,1,104.94,104.94,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-05-23,14,WAIRA-15903,visitacion08@hotmail.com,paid,CASA-PED-CEL-S,Casaca Pedro Hombre,S,Celeste,Hombre,Casaca,1,112.45,112.45,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-07-25,16,WAIRA-15904,pereiracristobal@yahoo.com,paid,SHOR-ALB-VER-S,Short Alba,S,Verde,Unisex,Short,1,134.02,134.02,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-03-09,4,WAIRA-15905,kruiz@gmail.com,paid,CAMI-MIG-NEG-M,Camisa Miguel Hombre,M,Negro,Hombre,Camisa,1,188.95,188.95,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-11-06,21,WAIRA-15908,amarilisvalero@peralta.org,paid,CHOM-ROS-VER-L,Chompa Rosario,L,Verde,Unisex,Chompa,1,118.77,118.77,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-06-21,3,WAIRA-15909,valerosoraya@gmail.com,paid,VEST-JOS-BEI-S,Vestido Josefina,S,Beige,Unisex,Vestido,1,176.09,176.09,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-10-31,16,WAIRA-15910,nvallejo@mir-batalla.es,paid,BLUS-CAY-BLA-XL,Blusa Cayetano,XL,Blanco,Unisex,Blusa,1,180.69,180.69,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-10-31,16,WAIRA-15910,nvallejo@mir-batalla.es,paid,BLUS-AMÉ-NEG-XL,Blusa América,XL,Negro,Unisex,Blusa,1,93.71,93.71,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-04-09,12,WAIRA-15913,leopoldo47@torrent.com,paid,PANT-LUI-CEL-XL,Pantalón Luis Hombre,XL,Celeste,Hombre,Pantalón,1,90.45,90.45,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-04-09,12,WAIRA-15913,leopoldo47@torrent.com,paid,CASA-MAT-BLA-L,Casaca Mateo Hombre,L,Blanco,Hombre,Casaca,1,182.19,182.19,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-05-21,20,WAIRA-15914,salgadowalter@cardona-mari.net,paid,CASA-CAR-AZU-M,Casaca Carlos Hombre,M,Azul Marino,Hombre,Casaca,1,131.73,131.73,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-05-16,20,WAIRA-15915,eliana11@ballesteros.com,paid,FALD-LUI-VER-XL,Falda Luis Hombre,XL,Verde,Hombre,Falda,1,87.28,87.28,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-05-16,20,WAIRA-15915,eliana11@ballesteros.com,paid,SACO-CAR-AZU-S,Saco Carlos Hombre,S,Azul Marino,Hombre,Saco,1,193.63,193.63,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-07-01,12,WAIRA-15916,echevarriaximena@gmail.com,paid,CAMI-RÉG-VER-XS,Camisa Régulo,XS,Verde,Unisex,Camisa,1,169.58,169.58,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-07-26,14,WAIRA-15918,utorrijos@hotmail.com,paid,SACO-MAR-BEI-S,Saco María Jesús,S,Beige,Unisex,Saco,1,136.25,136.25,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-07-26,14,WAIRA-15918,utorrijos@hotmail.com,paid,CHOM-FER-VER-S,Chompa Fernanda Mujer,S,Verde,Mujer,Chompa,1,97.11,97.11,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-03-10,4,WAIRA-15919,abel87@gmail.com,paid,CASA-AND-ROJ-S,Casaca Andrea Mujer,S,Rojo,Mujer,Casaca,1,196.5,196.5,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-03-10,4,WAIRA-15919,abel87@gmail.com,paid,POLE-AGA-AZU-M,Polera Agapito,M,Azul,Unisex,Polera,1,100.71,100.71,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-10-09,3,WAIRA-15920,mesaleonardo@escudero.es,paid,VEST-EUT-BLA-L,Vestido Eutimio,L,Blanco,Unisex,Vestido,1,114.03,114.03,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-04-17,1,WAIRA-15921,benigna30@carpio.com,paid,SACO-TER-CEL-M,Saco Teresa,M,Celeste,Unisex,Saco,1,124.47,124.47,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-04-17,1,WAIRA-15921,benigna30@carpio.com,paid,SACO-FER-BLA-XS,Saco Fernanda Mujer,XS,Blanco,Mujer,Saco,1,109.74,109.74,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-06,12,WAIRA-15924,lorenzo34@gmail.com,paid,FALD-DAN-VER-L,Falda Daniela Mujer,L,Verde,Mujer,Falda,1,164.36,164.36,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-11-11,13,WAIRA-15925,magdalenamancebo@arroyo-pineiro.es,paid,CHOM-AND-ROJ-M,Chompa Andrea Mujer,M,Rojo,Mujer,Chompa,1,125.87,125.87,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-04-20,23,WAIRA-15929,mblasco@hotmail.com,paid,PANT-AND-ROJ-XL,Pantalón Andrea Mujer,XL,Rojo,Mujer,Pantalón,1,166.08,166.08,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-04-20,23,WAIRA-15929,mblasco@hotmail.com,paid,CAMI-FAU-AZU-L,Camisa Faustino,L,Azul Marino,Unisex,Camisa,1,136.85,136.85,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-10-17,22,WAIRA-15930,carrojose-mari@yahoo.com,paid,POLE-PED-VER-M,Polera Pedro Hombre,M,Verde,Hombre,Polera,1,80.45,80.45,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-10-18,16,WAIRA-15931,jaraamaya@santos-lopez.es,paid,SHOR-FER-ROS-XL,Short Fernanda Mujer,XL,Rosado,Mujer,Short,1,82.07,82.07,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-10-18,16,WAIRA-15931,jaraamaya@santos-lopez.es,paid,POLE-CAR-VER-M,Polera Carlos Hombre,M,Verde,Hombre,Polera,1,115.34,115.34,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-10-27,12,WAIRA-15932,vaguirre@yahoo.com,paid,POLE-VAL-BEI-M,Polera Valeria Mujer,M,Beige,Mujer,Polera,1,190.57,190.57,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-10-27,12,WAIRA-15932,vaguirre@yahoo.com,paid,BLUS-LUC-NEG-XL,Blusa Lucía Mujer,XL,Negro,Mujer,Blusa,1,136.47,136.47,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-03-01,14,WAIRA-15934,maxima25@yahoo.com,pending,CAMI-VIS-ROS-XS,Camisa Visitación,XS,Rosado,Unisex,Camisa,1,161.01,161.01,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-03-01,14,WAIRA-15934,maxima25@yahoo.com,pending,PANT-DAN-VER-M,Pantalón Daniela Mujer,M,Verde,Mujer,Pantalón,1,117.92,117.92,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-11-07,15,WAIRA-15935,qsaldana@melendez-tellez.com,paid,POLO-PRU-CEL-XL,Polo Prudencia,XL,Celeste,Unisex,Polo,1,169.46,169.46,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-11-07,15,WAIRA-15935,qsaldana@melendez-tellez.com,paid,PANT-CAN-ROS-XS,Pantalón Candela,XS,Rosado,Unisex,Pantalón,1,138.62,138.62,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-11-07,15,WAIRA-15935,qsaldana@melendez-tellez.com,paid,BLUS-VAL-MAR-XS,Blusa Valeria Mujer,XS,Marrón,Mujer,Blusa,1,161.99,161.99,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-04-21,7,WAIRA-15936,uverdejo@vergara-morillo.es,paid,POLE-SOF-ROS-M,Polera Sofía Mujer,M,Rosado,Mujer,Polera,1,101.62,101.62,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-04-21,7,WAIRA-15936,uverdejo@vergara-morillo.es,paid,FALD-AND-AZU-L,Falda Andrea Mujer,L,Azul Marino,Mujer,Falda,1,179.94,179.94,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-09-11,18,WAIRA-15939,iiniguez@gmail.com,paid,POLE-FLO-BLA-M,Polera Florina,M,Blanco,Unisex,Polera,1,109.1,109.1,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-09-11,18,WAIRA-15939,iiniguez@gmail.com,paid,SHOR-MIG-MAR-XS,Short Miguel Hombre,XS,Marrón,Hombre,Short,1,103.01,103.01,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-12-16,0,WAIRA-15940,onofrelara@hotmail.com,paid,SHOR-JUA-CEL-XS,Short Juan Hombre,XS,Celeste,Hombre,Short,1,152.16,152.16,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-12-01,23,WAIRA-15941,isidoro70@gmail.com,paid,POLE-DAN-GRI-M,Polera Daniela Mujer,M,Gris,Mujer,Polera,1,122.54,122.54,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-12-01,23,WAIRA-15941,isidoro70@gmail.com,paid,CHOM-CAM-ROJ-M,Chompa Camila Mujer,M,Rojo,Mujer,Chompa,1,173.25,173.25,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-12-01,23,WAIRA-15941,isidoro70@gmail.com,paid,FALD-FER-AZU-XL,Falda Fernanda Mujer,XL,Azul Marino,Mujer,Falda,1,129.27,129.27,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-04-19,14,WAIRA-15942,abrilquesada@gmail.com,pending,SACO-JAV-AZU-M,Saco Javiera,M,Azul,Unisex,Saco,1,169.17,169.17,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-04-19,14,WAIRA-15942,abrilquesada@gmail.com,pending,SHOR-CAM-AZU-L,Short Camila Mujer,L,Azul,Mujer,Short,1,117.36,117.36,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-04-19,14,WAIRA-15942,abrilquesada@gmail.com,pending,CHOM-LUI-BEI-XL,Chompa Luis Hombre,XL,Beige,Hombre,Chompa,1,171.82,171.82,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-05-17,20,WAIRA-15943,lucho30@hotmail.com,paid,SACO-AND-GRI-M,Saco Andrea Mujer,M,Gris,Mujer,Saco,1,149.05,149.05,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-17,23,WAIRA-15944,alfarojaviera@hotmail.com,paid,POLE-JUA-BLA-L,Polera Juan Hombre,L,Blanco,Hombre,Polera,1,107.94,107.94,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-05-26,1,WAIRA-15945,figuerasjenaro@davila-duran.com,paid,CASA-MIG-ROS-L,Casaca Miguel Hombre,L,Rosado,Hombre,Casaca,1,87.62,87.62,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-05-26,1,WAIRA-15945,figuerasjenaro@davila-duran.com,paid,CHOM-CAM-BEI-M,Chompa Camila Mujer,M,Beige,Mujer,Chompa,1,116.9,116.9,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-08-15,11,WAIRA-15948,guadalupe56@morata.org,paid,SACO-SOF-BEI-XL,Saco Sofía Mujer,XL,Beige,Mujer,Saco,1,86.15,86.15,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-08-15,11,WAIRA-15948,guadalupe56@morata.org,paid,SHOR-FEL-ROJ-L,Short Felicia,L,Rojo,Unisex,Short,1,173.76,173.76,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-07-05,10,WAIRA-15951,eguijarro@gmail.com,paid,BLUS-MAT-BLA-L,Blusa Mateo Hombre,L,Blanco,Hombre,Blusa,1,155.45,155.45,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-07-28,11,WAIRA-15952,zsales@hotmail.com,paid,VEST-ROS-MAR-M,Vestido Rosenda,M,Marrón,Unisex,Vestido,1,136.64,136.64,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-01-01,0,WAIRA-15956,granadosolivia@yahoo.com,paid,FALD-JUA-CEL-M,Falda Juan Hombre,M,Celeste,Hombre,Falda,1,133.77,133.77,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-04-01,12,WAIRA-15957,maria-belencuellar@jover-pazos.org,paid,VEST-PED-NEG-M,Vestido Pedro Hombre,M,Negro,Hombre,Vestido,1,158.01,158.01,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-11-21,13,WAIRA-15959,carina74@llado.com,paid,VEST-VAL-CEL-S,Vestido Valeria Mujer,S,Celeste,Mujer,Vestido,1,134.08,134.08,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-14,9,WAIRA-15960,omadrid@gmail.com,paid,CAMI-EMI-BLA-S,Camisa Emigdio,S,Blanco,Unisex,Camisa,1,173.95,173.95,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-14,9,WAIRA-15960,omadrid@gmail.com,paid,VEST-CAR-BEI-S,Vestido Carla Mujer,S,Beige,Mujer,Vestido,1,149.9,149.9,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-03-12,22,WAIRA-15961,crescencia10@ochoa-lorenzo.es,paid,CASA-PED-MAR-M,Casaca Pedro Hombre,M,Marrón,Hombre,Casaca,1,121.47,121.47,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-02-20,2,WAIRA-15962,gregorio52@yahoo.com,paid,BLUS-VAL-GRI-M,Blusa Valeria Mujer,M,Gris,Mujer,Blusa,1,159.36,159.36,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-02-20,2,WAIRA-15962,gregorio52@yahoo.com,paid,FALD-ANÍ-ROJ-M,Falda Aníbal,M,Rojo,Unisex,Falda,1,151.1,151.1,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-02-20,2,WAIRA-15962,gregorio52@yahoo.com,paid,SHOR-FER-GRI-XL,Short Fernanda Mujer,XL,Gris,Mujer,Short,1,156.18,156.18,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-11-03,1,WAIRA-15964,salcedofausto@espejo-marcos.com,paid,PANT-LUI-GRI-M,Pantalón Luis,M,Gris,Unisex,Pantalón,1,153.72,153.72,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-11-03,1,WAIRA-15964,salcedofausto@espejo-marcos.com,paid,CASA-VAL-BLA-XS,Casaca Valeria Mujer,XS,Blanco,Mujer,Casaca,1,93.39,93.39,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-11-03,1,WAIRA-15964,salcedofausto@espejo-marcos.com,paid,SHOR-FEL-CEL-S,Short Feliciana,S,Celeste,Unisex,Short,1,189.54,189.54,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-11-24,18,WAIRA-15968,miropanfilo@chamorro.com,paid,POLO-PED-ROJ-S,Polo Pedro Hombre,S,Rojo,Hombre,Polo,1,195.19,195.19,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-29,23,WAIRA-15969,ginerani@jodar-giralt.org,paid,FALD-CAR-ROJ-XL,Falda Carla Mujer,XL,Rojo,Mujer,Falda,1,106.73,106.73,,0.0,0.0,Sin descuento,Sin descuento,0,1
2023-01-29,23,WAIRA-15969,ginerani@jodar-giralt.org,paid,CASA-LUC-ROJ-L,Casaca Lucía Mujer,L,Rojo,Mujer,Casaca,1,81.41,81.41,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-04-19,14,WAIRA-15971,griseldaandrade@hotmail.com,paid,BLUS-CAR-VER-M,Blusa Carla Mujer,M,Verde,Mujer,Blusa,1,153.52,153.52,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-04-19,14,WAIRA-15971,griseldaandrade@hotmail.com,paid,VEST-AND-CEL-M,Vestido Andrés Hombre,M,Celeste,Hombre,Vestido,1,149.22,149.22,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-04-22,18,WAIRA-15973,marcela49@gmail.com,paid,BLUS-LUI-BEI-M,Blusa Luis Hombre,M,Beige,Hombre,Blusa,1,124.97,124.97,,0.0,0.0,Sin descuento,Sin descuento,0,1
2024-05-09,13,WAIRA-15974,ascensionvillalobos@botella-vigil.es,paid,POLO-LUC-BEI-S,Polo Lucía Mujer,S,Beige,Mujer,Polo,1,102.81,102.81,,0.0,0.0,Sin descuento,Sin descuento,0,1
