date,hour,order_id,user_id,financial_status,categoria,genero,billing_city,payment_method,discount_code,discount_amount,subtotal
2023-05-09,18,WAIRA-10719,ascension18@balaguer.com,paid,Short,Unisex,Chorrillos,Mercado Pago,,0.0,465.15
2023-07-02,18,WAIRA-10732,lourdesaguilo@gmail.com,paid,Short,Mujer,San Isidro,Mercado Pago,,0.0,89.19
2023-10-20,18,WAIRA-10741,bgarrido@yahoo.com,paid,Vestido,Unisex,San Isidro,Mercado Pago,,0.0,510.05
2024-04-07,18,WAIRA-10744,ligialarrea@sanmiguel.es,paid,Falda,Hombre,Barranco,Mercado Pago,,0.0,1021.7
2023-07-28,18,WAIRA-10747,tgomez@hotmail.com,paid,Polo,Unisex,Santiago de Surco,Mercado Pago,CYBER,183.0,182.64
2023-04-30,18,WAIRA-10748,delgadonayara@sala-valderrama.es,pending,Chompa,Mujer,Lince,Yape,,0.0,111.15
2023-04-18,18,WAIRA-10762,perezsaturnino@silva.es,paid,Camisa,Mujer,San Luis,Yape,,0.0,133.91
2024-10-27,18,WAIRA-10769,dnebot@gmail.com,paid,Pantalón,Unisex,Barranco,Transferencia,,0.0,394.81
2024-03-09,18,WAIRA-10776,noemivargas@otero-ferrandiz.com,paid,Polera,Unisex,San Luis,Mercado Pago,,0.0,429.71
2024-05-24,18,WAIRA-10777,emiliana24@pinol.es,paid,Saco,Unisex,Pueblo Libre,Yape,,0.0,284.02
2024-08-17,18,WAIRA-10790,adela64@gmail.com,paid,Polera,Unisex,Chorrillos,Yape,,0.0,147.77
2023-01-23,18,WAIRA-10793,ciro69@hervas.net,paid,Short,Hombre,Magdalena,Mercado Pago,,0.0,116.28
2023-02-28,18,WAIRA-10821,zpombo@rossello.com,paid,Pantalón,Unisex,San Isidro,Yape,,0.0,551.1
2023-01-29,18,WAIRA-10864,auroraacosta@quevedo-alcazar.com,paid,Short,Unisex,Jesús María,Yape,,0.0,348.56
2024-01-12,18,WAIRA-10904,nsantos@lucena-escamilla.es,paid,Polo,Unisex,Pueblo Libre,Yape,,0.0,807.14
2024-12-12,18,WAIRA-10930,zvina@salom.es,pending,Short,Unisex,Jesús María,Mercado Pago,,0.0,557.84
2023-09-26,18,WAIRA-10938,luisbaldomero@hervas.org,paid,Polera,Unisex,La Victoria,Mercado Pago,,0.0,755.09
2024-02-13,18,WAIRA-11009,filomenacalzada@yahoo.com,paid,Polo,Unisex,San Miguel,Yape,,0.0,175.25
2023-08-10,18,WAIRA-11022,jose-carlos16@dieguez-sabater.net,paid,Saco,Mujer,Magdalena,Mercado Pago,,0.0,285.15
2024-12-05,18,WAIRA-11159,menendezgraciano@alvarez.net,paid,Short,Unisex,La Molina,Yape,,0.0,477.66
2024-01-14,18,WAIRA-11196,jeremias58@saavedra.es,paid,Pantalón,Unisex,Santiago de Surco,Yape,,0.0,808.48
2024-02-05,18,WAIRA-11232,luistecla@yahoo.com,paid,Polo,Mujer,San Isidro,Visa,,0.0,412.2
2024-12-09,18,WAIRA-11264,zgirona@gallego.es,paid,Polo,Unisex,Miraflores,Mercado Pago,,0.0,1003.35
2023-01-05,18,WAIRA-11275,poller@yahoo.com,paid,Polera,Unisex,Pueblo Libre,Yape,,0.0,556.89
2023-02-22,18,WAIRA-11318,cvalle@francisco.es,paid,Saco,Mujer,Miraflores,Yape,,0.0,880.05
2024-05-20,18,WAIRA-11349,colomabaudelio@hotmail.com,paid,Short,Mujer,San Luis,Transferencia,,0.0,183.21
2023-06-22,18,WAIRA-11403,victorjover@cordero.es,paid,Saco,Unisex,Santiago de Surco,Mercado Pago,,0.0,368.25
2023-02-14,18,WAIRA-11406,carmelo10@hotmail.com,paid,Falda,Mujer,San Borja,Mercado Pago,,0.0,430.67
2024-04-29,18,WAIRA-11463,martijose-miguel@gmail.com,paid,Saco,Unisex,San Borja,Transferencia,,0.0,527.21
2024-05-27,18,WAIRA-11465,maciasguiomar@pinedo.es,paid,Casaca,Unisex,Barranco,Yape,,0.0,403.06
2024-08-06,18,WAIRA-11474,mamen68@yahoo.com,paid,Saco,Unisex,San Miguel,Mercado Pago,,0.0,642.85
2023-12-20,18,WAIRA-11476,ovilar@hotmail.com,paid,Saco,Unisex,Miraflores,Yape,,0.0,350.14
2023-11-21,18,WAIRA-11477,jhernandez@yahoo.com,paid,Pantalón,Mujer,Santiago de Surco,Visa,,0.0,271.22
2024-01-12,18,WAIRA-11518,muroedgardo@exposito-martin.es,paid,Short,Unisex,Barranco,Transferencia,,0.0,708.1
2023-11-18,18,WAIRA-11558,dochoa@murillo-mulet.es,paid,Vestido,Unisex,Miraflores,Mercado Pago,,0.0,184.13
2024-05-01,18,WAIRA-11589,loida16@hotmail.com,paid,Casaca,Mujer,San Luis,Transferencia,,0.0,294.52
2023-10-23,18,WAIRA-11593,uriarteainoa@gmail.com,paid,Vestido,Unisex,Barranco,Mercado Pago,SUERTE,184.0,429.74
2023-11-25,18,WAIRA-11625,eliseo21@gual.com,paid,Pantalón,Mujer,La Victoria,Mercado Pago,,0.0,209.73
2023-09-05,18,WAIRA-11634,jrincon@yahoo.com,paid,Short,Unisex,Santiago de Surco,Mercado Pago,,0.0,722.3
2023-01-09,18,WAIRA-11716,sebastiangoni@yahoo.com,paid,Chompa,Unisex,San Borja,Mercado Pago,,0.0,176.48
2024-08-08,18,WAIRA-11729,fusternoa@martin.com,paid,Falda,Mujer,La Victoria,Mercado Pago,,0.0,315.55
2024-09-06,18,WAIRA-11763,candelariapineda@armas-carbo.es,paid,Vestido,Unisex,Pueblo Libre,Visa,,0.0,336.5
2024-09-03,18,WAIRA-11788,marcialpellicer@moreno.com,paid,Polo,Mujer,La Victoria,Transferencia,,0.0,184.16
2023-07-10,18,WAIRA-11798,viniciocalzada@gmail.com,paid,Short,Unisex,Miraflores,Yape,,0.0,534.37
2023-03-21,18,WAIRA-11819,vdiaz@abascal-rosado.es,paid,Blusa,Unisex,San Miguel,Mercado Pago,,0.0,123.7
2024-06-25,18,WAIRA-11835,requenaalexandra@yahoo.com,paid,Short,Unisex,Pueblo Libre,Transferencia,,0.0,1002.68
2023-08-29,18,WAIRA-11898,cesarrodriguez@hotmail.com,pending,Saco,Unisex,Jesús María,Mercado Pago,,0.0,704.89
2024-07-19,18,WAIRA-11914,melisapaz@yahoo.com,paid,Short,Unisex,Miraflores,Mercado Pago,,0.0,208.96
2023-09-07,18,WAIRA-11921,mgil@yahoo.com,paid,Saco,Unisex,Santiago de Surco,Mercado Pago,,0.0,321.19
2024-10-22,18,WAIRA-11937,guerramarcela@llopis.org,paid,Camisa,Hombre,Miraflores,Mercado Pago,CYBER,83.0,82.59
2024-03-22,18,WAIRA-11945,htejero@lujan.com,paid,Camisa,Mujer,Jesús María,Mercado Pago,,0.0,184.52
2024-12-05,18,WAIRA-11995,apoloniasaenz@gmail.com,paid,Short,Mujer,La Victoria,Transferencia,,0.0,749.03
2024-11-19,18,WAIRA-11998,tellezgriselda@gmail.com,paid,Vestido,Unisex,Chorrillos,Yape,,0.0,493.02
2024-01-07,18,WAIRA-12041,igual@hotmail.com,paid,Chompa,Hombre,La Molina,Yape,,0.0,234.54
2024-07-17,18,WAIRA-12050,ildefonsopintor@yahoo.com,paid,Vestido,Unisex,San Isidro,Mercado Pago,,0.0,756.04
2023-09-27,18,WAIRA-12074,carbolucio@lobato.net,paid,Saco,Unisex,San Miguel,Visa,,0.0,81.63
2023-02-18,18,WAIRA-12092,canovasjose-maria@gmail.com,paid,Short,Unisex,San Borja,Yape,,0.0,751.85
2024-01-06,18,WAIRA-12115,kbello@yahoo.com,paid,Saco,Unisex,San Isidro,Mercado Pago,,0.0,96.61
2023-12-22,18,WAIRA-12126,zaragozavaleria@soto.com,pending,Polo,Unisex,Surquillo,Mercado Pago,,0.0,545.12
2023-06-04,18,WAIRA-12137,oartigas@peral.com,pending,Short,Unisex,Magdalena,Mercado Pago,,0.0,425.96
2024-07-02,18,WAIRA-12143,qpalomares@gmail.com,paid,Short,Unisex,Santiago de Surco,Mercado Pago,,0.0,482.43
2024-11-30,18,WAIRA-12168,javiera37@gmail.com,paid,Saco,Unisex,Chorrillos,Mercado Pago,,0.0,567.03
2024-09-13,18,WAIRA-12206,felicianavizcaino@gmail.com,paid,Falda,Mujer,San Isidro,Yape,,0.0,141.89
2024-07-29,18,WAIRA-12269,xsanz@gmail.com,paid,Vestido,Unisex,Lince,Mercado Pago,,0.0,805.77
2023-08-13,18,WAIRA-12286,dnadal@ferrandez.es,paid,Pantalón,Mujer,La Victoria,Mercado Pago,,0.0,337.27
2023-05-02,18,WAIRA-12310,egil@solana-peinado.es,pending,Saco,Unisex,Miraflores,Yape,,0.0,489.71
2024-05-15,18,WAIRA-12423,zbermudez@campoy-catala.net,paid,Short,Unisex,Miraflores,Yape,CYBER,272.0,272.18
2023-04-13,18,WAIRA-12427,mendezgabriela@yahoo.com,paid,Short,Hombre,Surquillo,Transferencia,,0.0,161.13
2023-01-25,18,WAIRA-12429,hipolitomesa@hotmail.com,paid,Short,Unisex,San Luis,Transferencia,,0.0,538.54
2024-08-05,18,WAIRA-12504,pizarrovioleta@solana.com,paid,Vestido,Unisex,San Isidro,Mercado Pago,,0.0,290.34
2023-12-18,18,WAIRA-12506,jose08@hotmail.com,paid,Short,Mujer,San Borja,Mercado Pago,,0.0,96.17
2024-03-12,18,WAIRA-12511,iiglesia@seco.es,paid,Vestido,Unisex,Miraflores,Yape,,0.0,159.87
2023-11-12,18,WAIRA-12514,salvajoel@hotmail.com,paid,Casaca,Hombre,Magdalena,Mercado Pago,,0.0,99.0
2023-05-15,18,WAIRA-12539,serafina41@alsina.es,paid,Vestido,Unisex,Surquillo,Mercado Pago,,0.0,370.89
2024-04-11,18,WAIRA-12571,solsonaruperta@requena-casado.es,paid,Pantalón,Mujer,San Isidro,Transferencia,,0.0,319.61
2023-08-19,18,WAIRA-12600,illopis@hotmail.com,paid,Blusa,Mujer,Pueblo Libre,Visa,,0.0,247.8
2023-09-17,18,WAIRA-12610,inocenciocoll@carballo-rivera.com,pending,Polo,Unisex,Chorrillos,Yape,,0.0,551.29
2023-08-09,18,WAIRA-12626,plazaesmeralda@yahoo.com,paid,Short,Unisex,Pueblo Libre,Mercado Pago,,0.0,637.35
2024-05-13,18,WAIRA-12644,ramonmoliner@noguera-salva.com,paid,Saco,Unisex,San Isidro,Mercado Pago,,0.0,515.06
2023-08-14,18,WAIRA-12656,angellopez@hotmail.com,paid,Short,Hombre,Chorrillos,Mercado Pago,,0.0,185.28
2023-12-11,18,WAIRA-12666,bernabe95@gmail.com,paid,Polo,Unisex,La Molina,Mercado Pago,,0.0,488.25
2023-07-24,18,WAIRA-12686,jmorcillo@yahoo.com,paid,Short,Unisex,San Miguel,Mercado Pago,,0.0,713.31
2023-12-23,18,WAIRA-12689,jose-angeltalavera@gmail.com,pending,Saco,Hombre,Jesús María,Mercado Pago,CYBER,397.0,397.28
2023-04-07,18,WAIRA-12706,santiago97@gmail.com,paid,Vestido,Unisex,Miraflores,Transferencia,,0.0,583.93
2024-10-27,18,WAIRA-12721,aurea41@hotmail.com,paid,Polo,Unisex,Magdalena,Yape,,0.0,740.83
2023-04-25,18,WAIRA-12743,maloamancio@gmail.com,paid,Short,Unisex,Surquillo,Yape,,0.0,614.69
2024-09-05,18,WAIRA-12776,candido39@ferrero.es,paid,Polera,Unisex,Miraflores,Mercado Pago,,0.0,175.66
2023-05-02,18,WAIRA-12779,peravalero@galindo-molins.net,paid,Short,Mujer,La Victoria,Yape,,0.0,559.16
2023-03-05,18,WAIRA-12811,pacifica64@yahoo.com,paid,Polo,Unisex,Surquillo,Mercado Pago,,0.0,284.65
2024-09-14,18,WAIRA-12816,renato15@hotmail.com,paid,Saco,Unisex,La Victoria,Transferencia,,0.0,444.99
2023-09-21,18,WAIRA-12819,omartin@hotmail.com,paid,Short,Mujer,Lince,Yape,,0.0,183.8
2023-04-05,18,WAIRA-12821,gervasio83@canovas.es,paid,Vestido,Unisex,Chorrillos,Mercado Pago,,0.0,382.67
2024-04-06,18,WAIRA-12836,carmelita65@hotmail.com,paid,Camisa,Unisex,Miraflores,Mercado Pago,CYBER,124.0,124.24
2023-09-26,18,WAIRA-12852,huertacustodio@heras-vargas.net,paid,Polo,Unisex,La Victoria,Transferencia,,0.0,441.6
2024-09-13,18,WAIRA-12885,nico41@melero.net,paid,Saco,Unisex,Lince,Mercado Pago,SUERTE,108.0,252.53
2024-10-06,18,WAIRA-13014,alexandra48@trillo.es,paid,Saco,Mujer,La Victoria,Transferencia,,0.0,193.27
2023-06-16,18,WAIRA-13017,fnicolas@yahoo.com,paid,Polo,Unisex,La Molina,Mercado Pago,,0.0,168.82
2024-12-27,18,WAIRA-13102,barberoeutimio@yahoo.com,pending,Polo,Unisex,Santiago de Surco,Visa,,0.0,398.98
2023-05-18,18,WAIRA-13156,domingacarreras@pascual.es,paid,Vestido,Unisex,Pueblo Libre,Mercado Pago,,0.0,745.33
2024-09-14,18,WAIRA-13160,nicopatino@carnero.es,pending,Pantalón,Unisex,Santiago de Surco,Mercado Pago,,0.0,442.52
2023-10-28,18,WAIRA-13249,tellonoa@yahoo.com,paid,Polera,Unisex,La Molina,Transferencia,,0.0,889.93
2023-01-30,18,WAIRA-13303,carmelo94@dalmau-salva.es,paid,Vestido,Unisex,Surquillo,Mercado Pago,,0.0,301.8
2023-09-02,18,WAIRA-13326,vilmacarpio@yahoo.com,paid,Short,Hombre,San Isidro,Yape,,0.0,105.35
2023-05-24,18,WAIRA-13332,ovidio63@hotmail.com,paid,Polera,Unisex,San Miguel,Mercado Pago,CYBER,144.0,143.65
2023-08-14,18,WAIRA-13372,utamarit@domingo.es,paid,Chompa,Unisex,Miraflores,Mercado Pago,,0.0,337.2
2023-11-19,18,WAIRA-13436,luis-miguelcalderon@yahoo.com,paid,Short,Unisex,Surquillo,Transferencia,,0.0,325.18
2023-06-20,18,WAIRA-13450,fanny55@campillo.com,paid,Pantalón,Mujer,La Victoria,Mercado Pago,,0.0,349.15
2023-08-07,18,WAIRA-13490,hugomesa@pozo.net,paid,Vestido,Hombre,Lince,Transferencia,,0.0,191.85
2024-01-20,18,WAIRA-13518,naguila@alcalde.es,pending,Casaca,Hombre,La Victoria,Mercado Pago,,0.0,512.1
2024-02-20,18,WAIRA-13552,wmarcos@yahoo.com,paid,Falda,Mujer,Barranco,Mercado Pago,,0.0,222.45
2024-04-21,18,WAIRA-13583,amandamontes@valle.net,paid,Vestido,Mujer,La Molina,Yape,,0.0,746.97
2024-12-16,18,WAIRA-13615,rosalvadieguez@taboada.es,paid,Vestido,Unisex,Pueblo Libre,Transferencia,,0.0,421.34
2024-12-15,18,WAIRA-13682,vilma15@yahoo.com,paid,Pantalón,Unisex,San Luis,Yape,BIENVENIDA,43.0,383.42
2024-01-22,18,WAIRA-13690,lucas69@gmail.com,paid,Short,Unisex,Magdalena,Mercado Pago,CYBER,137.0,136.76
2024-02-13,18,WAIRA-13707,figueroadaniela@hotmail.com,paid,Vestido,Unisex,Jesús María,Visa,,0.0,543.11
2024-03-09,18,WAIRA-13709,inmaculada59@orozco.es,paid,Falda,Unisex,Barranco,Visa,,0.0,206.51
2023-01-29,18,WAIRA-13717,nasensio@yahoo.com,pending,Falda,Unisex,Surquillo,Mercado Pago,,0.0,594.96
2023-08-19,18,WAIRA-13750,americo24@almazan-jorda.es,paid,Short,Mujer,San Borja,Yape,,0.0,199.96
2024-07-12,18,WAIRA-13751,bernarditaanaya@gmail.com,pending,Vestido,Mujer,Lince,Mercado Pago,,0.0,407.56
2024-06-21,18,WAIRA-13792,irma14@tirado.com,paid,Vestido,Unisex,La Victoria,Mercado Pago,,0.0,481.53
2023-09-13,18,WAIRA-13800,rosadoelena@gmail.com,paid,Pantalón,Hombre,San Isidro,Transferencia,,0.0,126.12
2023-11-11,18,WAIRA-13830,cecilioluz@yahoo.com,paid,Vestido,Unisex,Miraflores,Transferencia,,0.0,500.02
2024-02-23,18,WAIRA-13887,ftalavera@armas.net,paid,Casaca,Hombre,Santiago de Surco,Mercado Pago,,0.0,94.89
2024-12-04,18,WAIRA-13912,barcenavalentin@hotmail.com,paid,Polera,Unisex,La Victoria,Yape,,0.0,453.32
2023-03-03,18,WAIRA-13969,julieta91@yahoo.com,paid,Short,Mujer,Miraflores,Yape,,0.0,952.68
2023-11-21,18,WAIRA-13974,hcuellar@hotmail.com,paid,Short,Unisex,San Isidro,Visa,,0.0,572.03
2024-03-25,18,WAIRA-13996,rosellmartirio@salmeron.es,paid,Saco,Mujer,Jesús María,Mercado Pago,,0.0,782.26
2023-09-20,18,WAIRA-14037,alamoeva-maria@hotmail.com,paid,Saco,Unisex,La Victoria,Yape,BIENVENIDA,11.0,98.88
2023-06-28,18,WAIRA-14115,harias@castilla.es,paid,Polera,Unisex,Chorrillos,Yape,,0.0,420.69
2024-07-30,18,WAIRA-14122,jlaguna@valle.es,pending,Short,Unisex,Barranco,Mercado Pago,,0.0,626.57
2023-09-05,18,WAIRA-14126,treina@yahoo.com,paid,Vestido,Mujer,Barranco,Yape,,0.0,400.85
2024-04-14,18,WAIRA-14143,nataliariquelme@hotmail.com,paid,Polo,Hombre,Chorrillos,Visa,,0.0,599.55
2023-08-12,18,WAIRA-14146,qrio@hotmail.com,paid,Saco,Unisex,Surquillo,Mercado Pago,,0.0,608.67
2023-04-15,18,WAIRA-14148,zrobledo@gmail.com,paid,Short,Mujer,Santiago de Surco,Visa,,0.0,763.8
2023-09-12,18,WAIRA-14155,adoracioncanovas@hotmail.com,paid,Polo,Unisex,Magdalena,Transferencia,,0.0,512.04
2023-12-27,18,WAIRA-14200,mbarrios@gmail.com,paid,Falda,Hombre,Magdalena,Yape,,0.0,133.64
2024-11-13,18,WAIRA-14205,asantamaria@yahoo.com,paid,Polo,Mujer,Santiago de Surco,Mercado Pago,,0.0,219.9
2024-04-12,18,WAIRA-14206,candres@arcos-cal.com,paid,Vestido,Unisex,Surquillo,Mercado Pago,,0.0,678.19
2024-07-22,18,WAIRA-14240,bbarrio@hotmail.com,paid,Short,Hombre,San Isidro,Yape,,0.0,122.84
2023-08-11,18,WAIRA-14244,kblanes@barrena.es,paid,Short,Mujer,La Victoria,Yape,,0.0,496.44
2024-10-13,18,WAIRA-14284,lazaro78@rosello-bosch.com,paid,Polo,Unisex,San Isidro,Mercado Pago,,0.0,445.94
2023-10-18,18,WAIRA-14303,jose-ignacio28@hotmail.com,paid,Vestido,Unisex,Surquillo,Yape,CYBER,169.0,169.17
2023-04-20,18,WAIRA-14305,vallejoamarilis@segarra.com,paid,Casaca,Unisex,Barranco,Mercado Pago,,0.0,228.46
2024-03-24,18,WAIRA-14306,barrigaaroa@cabrera.net,paid,Short,Unisex,Miraflores,Mercado Pago,,0.0,700.35
2023-05-08,18,WAIRA-14350,abeltran@grau.com,pending,Short,Unisex,San Miguel,Mercado Pago,,0.0,588.78
2024-04-15,18,WAIRA-14377,qverdugo@gmail.com,paid,Vestido,Unisex,Surquillo,Mercado Pago,,0.0,675.48
2023-06-13,18,WAIRA-14384,casalcirino@hotmail.com,pending,Camisa,Mujer,La Victoria,Yape,,0.0,249.06
2023-09-30,18,WAIRA-14388,teofila42@gmail.com,paid,Short,Unisex,Barranco,Mercado Pago,CYBER,141.0,140.61
2023-05-16,18,WAIRA-14399,fcarreras@gmail.com,paid,Short,Unisex,San Luis,Transferencia,,0.0,877.7
2024-08-27,18,WAIRA-14416,linaressalvador@yahoo.com,paid,Short,Mujer,San Borja,Mercado Pago,,0.0,876.04
2023-05-02,18,WAIRA-14454,trinidad32@luis.es,paid,Polo,Mujer,La Victoria,Mercado Pago,,0.0,496.86
2023-03-19,18,WAIRA-14460,jimenezsamuel@lobo-bosch.es,paid,Falda,Unisex,San Isidro,Visa,,0.0,636.0
2023-05-28,18,WAIRA-14461,paula72@gmail.com,paid,Saco,Unisex,Chorrillos,Mercado Pago,,0.0,544.14
2024-03-27,18,WAIRA-14520,maria-luisa98@torrecilla.com,paid,Pantalón,Hombre,La Molina,Transferencia,,0.0,184.26
2023-10-07,18,WAIRA-14529,sabas33@yahoo.com,paid,Falda,Mujer,Pueblo Libre,Mercado Pago,,0.0,360.35
2024-07-26,18,WAIRA-14554,barbajonatan@suarez-gonzalez.com,pending,Chompa,Mujer,Barranco,Mercado Pago,,0.0,397.53
2024-04-26,18,WAIRA-14557,bmanjon@barros-flor.com,paid,Saco,Mujer,San Luis,Yape,,0.0,86.19
2024-06-28,18,WAIRA-14573,remedioszapata@hotmail.com,paid,Vestido,Hombre,San Luis,Mercado Pago,,0.0,281.04
2024-07-30,18,WAIRA-14583,zapatajosefa@andres.org,paid,Chompa,Unisex,La Molina,Visa,,0.0,142.26
2024-03-28,18,WAIRA-14611,tomas97@lopez-morales.com,pending,Chompa,Mujer,Miraflores,Yape,,0.0,241.32
2023-03-10,18,WAIRA-14628,adelia39@llanos-lucas.es,paid,Vestido,Unisex,Santiago de Surco,Transferencia,,0.0,447.18
2023-05-31,18,WAIRA-14641,jacobo79@ojeda.com,paid,Vestido,Hombre,Jesús María,Mercado Pago,,0.0,486.84
2023-10-06,18,WAIRA-14719,horacioandreu@yahoo.com,paid,Vestido,Unisex,Pueblo Libre,Transferencia,,0.0,533.83
2024-07-19,18,WAIRA-14731,peralesfrancisco-jose@hotmail.com,paid,Camisa,Hombre,Magdalena,Transferencia,,0.0,111.93
2024-03-16,18,WAIRA-14766,arcelia50@gmail.com,paid,Vestido,Unisex,San Borja,Yape,,0.0,845.61
2023-08-27,18,WAIRA-14775,lucianaguerrero@bueno-peral.com,paid,Vestido,Unisex,San Miguel,Mercado Pago,,0.0,1048.45
2023-05-05,18,WAIRA-14792,galanmodesto@yahoo.com,paid,Vestido,Mujer,San Miguel,Mercado Pago,,0.0,438.3
2024-07-09,18,WAIRA-14795,umoran@yahoo.com,paid,Short,Unisex,La Victoria,Yape,,0.0,626.89
2024-07-02,18,WAIRA-14798,pacifica29@lasa.net,paid,Casaca,Mujer,San Miguel,Mercado Pago,,0.0,129.25
2023-08-22,18,WAIRA-14800,eva-mariaibanez@simo.com,paid,Pantalón,Mujer,Pueblo Libre,Mercado Pago,,0.0,393.36
2023-10-19,18,WAIRA-14842,adalbertoroma@arranz-anglada.com,paid,Vestido,Hombre,Lince,Mercado Pago,BIENVENIDA,13.0,118.12
2024-11-26,18,WAIRA-14848,wsanchez@gmail.com,paid,Falda,Unisex,Chorrillos,Mercado Pago,,0.0,271.16
2024-04-12,18,WAIRA-14889,maxi90@gmail.com,pending,Camisa,Unisex,Lince,Yape,,0.0,171.73
2024-03-08,18,WAIRA-14910,perezfito@garmendia-mancebo.com,paid,Chompa,Mujer,Santiago de Surco,Yape,BIENVENIDA,52.0,472.07
2024-10-02,18,WAIRA-14928,rocaamerica@pellicer.com,paid,Chompa,Unisex,Magdalena,Visa,,0.0,984.55
2024-03-01,18,WAIRA-14937,zapatajacobo@blanch-carrion.es,paid,Polo,Unisex,Chorrillos,Mercado Pago,,0.0,182.81
2023-04-14,18,WAIRA-14959,piquerarcelia@carbajo-nieto.es,paid,Polo,Mujer,Miraflores,Transferencia,,0.0,785.68
2024-12-13,18,WAIRA-14973,fvillalobos@fabra.es,paid,Falda,Unisex,San Isidro,Mercado Pago,,0.0,533.6
2024-01-22,18,WAIRA-15021,reinaalbina@hotmail.com,paid,Camisa,Hombre,San Isidro,Mercado Pago,,0.0,118.08
2024-07-25,18,WAIRA-15041,cabanillasromulo@pi.com,paid,Casaca,Mujer,La Molina,Mercado Pago,,0.0,199.81
2023-12-21,18,WAIRA-15042,ingrid56@gmail.com,paid,Saco,Mujer,Jesús María,Yape,,0.0,182.13
2023-11-30,18,WAIRA-15043,cbertran@hotmail.com,paid,Vestido,Hombre,Chorrillos,Yape,,0.0,179.16
2024-01-21,18,WAIRA-15069,rosendoazcona@yahoo.com,paid,Polera,Unisex,Magdalena,Visa,,0.0,486.32
2023-09-17,18,WAIRA-15075,emelina90@gmail.com,paid,Short,Unisex,Santiago de Surco,Mercado Pago,,0.0,425.67
2024-02-05,18,WAIRA-15121,joseescobar@crespi.es,paid,Saco,Mujer,Barranco,Yape,,0.0,433.66
2024-10-01,18,WAIRA-15150,abilio84@yahoo.com,paid,Saco,Unisex,Magdalena,Visa,,0.0,487.91
2023-04-16,18,WAIRA-15163,felix70@gmail.com,paid,Short,Unisex,Lince,Mercado Pago,,0.0,572.05
2024-05-27,18,WAIRA-15189,kmoliner@yahoo.com,paid,Short,Mujer,San Miguel,Mercado Pago,CYBER,386.0,385.89
2023-02-13,18,WAIRA-15202,aflor@jove.es,paid,Falda,Mujer,San Miguel,Transferencia,,0.0,488.81
2024-04-02,18,WAIRA-15237,rodriguezsandra@hotmail.com,pending,Short,Unisex,Jesús María,Mercado Pago,,0.0,385.92
2024-06-01,18,WAIRA-15275,zfrancisco@herrero.com,paid,Polera,Mujer,La Victoria,Yape,,0.0,487.29
2024-08-03,18,WAIRA-15288,msalamanca@yahoo.com,paid,Saco,Unisex,San Miguel,Yape,,0.0,456.55
2024-01-30,18,WAIRA-15329,zacarias15@gmail.com,paid,Falda,Unisex,Jesús María,Mercado Pago,,0.0,258.02
2024-03-16,18,WAIRA-15388,eizaguirre@guardia.org,paid,Short,Mujer,Jesús María,Yape,,0.0,800.28
2024-10-19,18,WAIRA-15416,smayoral@hotmail.com,paid,Vestido,Unisex,Lince,Yape,,0.0,296.25
2023-04-03,18,WAIRA-15437,esmeralda91@gmail.com,paid,Short,Hombre,Barranco,Yape,,0.0,115.85
2023-06-23,18,WAIRA-15445,pomboluis-angel@hotmail.com,pending,Falda,Unisex,Miraflores,Mercado Pago,,0.0,750.26
2023-04-18,18,WAIRA-15462,juanamontenegro@yahoo.com,paid,Short,Mujer,La Victoria,Yape,,0.0,301.22
2024-08-19,18,WAIRA-15474,rogeliozurita@bayon-poza.es,paid,Pantalón,Unisex,Lince,Mercado Pago,,0.0,631.83
2023-04-15,18,WAIRA-15477,vidal74@gmail.com,paid,Polera,Unisex,Magdalena,Mercado Pago,,0.0,307.83
2023-12-28,18,WAIRA-15483,fernandapareja@gmail.com,pending,Falda,Unisex,San Borja,Transferencia,,0.0,91.57
2023-06-25,18,WAIRA-15491,rosalva87@puig.es,paid,Pantalón,Unisex,San Luis,Mercado Pago,,0.0,651.64
2023-05-15,18,WAIRA-15523,marquezisa@yahoo.com,paid,Falda,Unisex,Pueblo Libre,Transferencia,CYBER,62.0,62.31
2024-10-09,18,WAIRA-15542,fsilva@pareja.es,paid,Pantalón,Unisex,Jesús María,Mercado Pago,,0.0,221.71
2024-04-16,18,WAIRA-15603,sanjuanadan@gmail.com,paid,Falda,Unisex,La Victoria,Mercado Pago,,0.0,774.43
2024-07-21,18,WAIRA-15606,cecilia98@boix-monreal.net,paid,Pantalón,Unisex,San Borja,Mercado Pago,,0.0,472.57
2024-11-18,18,WAIRA-15617,msancho@solano.com,paid,Blusa,Unisex,San Isidro,Mercado Pago,,0.0,142.17
2023-10-31,18,WAIRA-15646,nicolaunazario@gmail.com,paid,Short,Mujer,Barranco,Mercado Pago,,0.0,158.43
2024-02-24,18,WAIRA-15649,albina42@yahoo.com,paid,Polo,Unisex,Lince,Visa,,0.0,626.22
2023-08-02,18,WAIRA-15661,blancasandra@hotmail.com,paid,Short,Mujer,La Molina,Yape,,0.0,749.26
2023-09-06,18,WAIRA-15676,casalfeliciana@gmail.com,paid,Polera,Mujer,Barranco,Mercado Pago,,0.0,778.4
2023-11-10,18,WAIRA-15688,lortuno@yahoo.com,paid,Falda,Unisex,Miraflores,Visa,,0.0,370.57
2024-02-17,18,WAIRA-15714,otello@paez.net,pending,Blusa,Unisex,Surquillo,Yape,,0.0,178.48
