Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
WAIRA-13848,yzurita@gmail.com,paid,2023-03-13 14:07:11.000000 UTC,fulfilled,2023-03-15 13:07:11.000000 UTC,false,PEN,275.17,10,0,285.17,,0.0,Estándar,2023-03-13 13:07:11.000000 UTC,1,Saco Andrea Mujer - Verde - XL,92.2,103.8,SACO-AND-VER-XL,true,true,fulfilled,Marcelo Abellán Arribas,Avenida de Valentina Trillo 5 Apt. 17 ,Avenida de Valentina Trillo 5 Apt. 17 ,,,La Molina,54800,PE-LIM,PE,+34706 575 065,Marcelo Abellán Arribas,Avenida de Valentina Trillo 5 Apt. 17 ,Avenida de Valentina Trillo 5 Apt. 17 ,,,La Molina,54800,PE-LIM,PE,+34706 575 065,,,,Transferencia,3f396caf-9e4f-4df7-ac32-5a6effce2f4e,0,WAIRA,1.1331564990381445e+19,,Low,web,0,,,,,,,,,,,+34706 575 065,,,Lima (Departamento),Lima (Departamento),086cea1d-583c-4df6-879b-c979635244c1,,,
WAIRA-13849,jfranco@yanez.org,paid,2024-10-09 11:18:42.000000 UTC,fulfilled,2024-10-11 10:18:42.000000 UTC,true,PEN,111.9,10,0,121.9,,0.0,Estándar,2024-10-09 10:18:42.000000 UTC,1,Casaca María José - Celeste - XL,111.9,,CASA-MAR-CEL-XL,true,true,fulfilled,Adelardo Amílcar Ripoll Bayona,Acceso de Lucía Quintanilla 19,Acceso de Lucía Quintanilla 19,,,La Victoria,25021,PE-LIM,PE,+34 740 79 53 13,Adelardo Amílcar Ripoll Bayona,Acceso de Lucía Quintanilla 19,Acceso de Lucía Quintanilla 19,,,La Victoria,25021,PE-LIM,PE,+34 740 79 53 13,,,,Mercado Pago,da143da0-fd43-487d-b94b-3467218ad6f4,0,WAIRA,1.4067369157703188e+19,,Low,web,0,,,,,,,,,,,+34 740 79 53 13,,,Lima (Departamento),Lima (Departamento),569282a8-4d21-41b4-8f44-f3c2639773b6,,,
WAIRA-13850,dporcel@valenzuela-abellan.com,paid,2023-05-20 11:57:42.000000 UTC,fulfilled,2023-05-22 10:57:42.000000 UTC,true,PEN,146.99,10,0,156.99,,0.0,Estándar,2023-05-20 10:57:42.000000 UTC,1,Saco Valeria Mujer - Beige - M,146.99,,SACO-VAL-BEI-M,true,true,fulfilled,Luna Donoso Zapata,Rambla Gala Doménech 88,Rambla Gala Doménech 88,,,Surquillo,26432,PE-LIM,PE,+34704 660 118,Luna Donoso Zapata,Rambla Gala Doménech 88,Rambla Gala Doménech 88,,,Surquillo,26432,PE-LIM,PE,+34704 660 118,,,,Mercado Pago,01fa9bf1-d512-4968-8b09-237394bc1bad,0,WAIRA,2.1909350349110182e+18,,Low,web,0,,,,,,,,,,,+34704 660 118,,,Lima (Departamento),Lima (Departamento),7c97be48-da4d-455c-88b7-0f4eb1452cbd,,,
WAIRA-13851,tcases@baena-coronado.es,paid,2024-05-12 01:37:02.000000 UTC,fulfilled,2024-05-14 00:37:02.000000 UTC,false,PEN,706.49,10,0,716.49,,0.0,Estándar,2024-05-12 00:37:02.000000 UTC,1,Camisa Diego Hombre - Blanco - L,126.08,,CAMI-DIE-BLA-L,true,true,fulfilled,Lucía Vera Mena,Cuesta Vicenta Armas 909,Cuesta Vicenta Armas 909,,,La Victoria,84783,PE-LIM,PE,+34 729 297 729,Lucía Vera Mena,Cuesta Vicenta Armas 909,Cuesta Vicenta Armas 909,,,La Victoria,84783,PE-LIM,PE,+34 729 297 729,,,,Yape,ca065dfc-8484-46cf-8195-a521ddde9d5c,0,WAIRA,1.7847939753984936e+19,,Low,web,0,,,,,,,,,,,+34 729 297 729,,,Lima (Departamento),Lima (Departamento),5eb79697-933a-415d-8edf-12c3457f5a68,,,
WAIRA-13851,tcases@baena-coronado.es,paid,2024-05-12 01:37:02.000000 UTC,fulfilled,2024-05-14 00:37:02.000000 UTC,false,PEN,706.49,10,0,716.49,,0.0,Estándar,2024-05-12 00:37:02.000000 UTC,3,Pantalón Miguel Hombre - Celeste - M,193.47,234.8,PANT-MIG-CEL-M,true,true,fulfilled,Lucía Vera Mena,Cuesta Vicenta Armas 909,Cuesta Vicenta Armas 909,,,La Victoria,84783,PE-LIM,PE,+34 729 297 729,Lucía Vera Mena,Cuesta Vicenta Armas 909,Cuesta Vicenta Armas 909,,,La Victoria,84783,PE-LIM,PE,+34 729 297 729,,,,Yape,b64de9b8-ed8b-43bf-adf8-5d168844182a,0,WAIRA,6.70428938443596e+18,,Low,web,0,,,,,,,,,,,+34 729 297 729,,,Lima (Departamento),Lima (Departamento),c270f9cf-6a8b-4e1e-b435-fb504ba98f03,,,
WAIRA-13852,palomarpiedad@cabrera.org,paid,2024-04-22 04:07:35.000000 UTC,fulfilled,2024-04-24 03:07:35.000000 UTC,true,PEN,491.4,10,0,501.4,,0.0,Estándar,2024-04-22 03:07:35.000000 UTC,1,Polera Diego Hombre - Gris - L,88.31,,POLE-DIE-GRI-L,true,true,fulfilled,América Mayoral Casanova,Pasadizo de Amada Amorós 28 Apt. 19 ,Pasadizo de Amada Amorós 28 Apt. 19 ,,,San Miguel,19073,PE-LIM,PE,+34736 76 66 34,América Mayoral Casanova,Pasadizo de Amada Amorós 28 Apt. 19 ,Pasadizo de Amada Amorós 28 Apt. 19 ,,,San Miguel,19073,PE-LIM,PE,+34736 76 66 34,,,,Yape,98698e7e-913d-424b-9ed0-7dbb2ca50a52,0,WAIRA,1.7451080524023089e+19,,Low,web,0,,,,,,,,,,,+34736 76 66 34,,,Lima (Departamento),Lima (Departamento),1a602ace-f593-406c-9536-8192e45dd2d5,,,
WAIRA-13852,palomarpiedad@cabrera.org,paid,2024-04-22 04:07:35.000000 UTC,fulfilled,2024-04-24 03:07:35.000000 UTC,true,PEN,491.4,10,0,501.4,,0.0,Estándar,2024-04-22 03:07:35.000000 UTC,1,Saco Jose Angel - Rojo - XL,104.25,,SACO-JOS-ROJ-XL,true,true,fulfilled,América Mayoral Casanova,Pasadizo de Amada Amorós 28 Apt. 19 ,Pasadizo de Amada Amorós 28 Apt. 19 ,,,San Miguel,19073,PE-LIM,PE,+34736 76 66 34,América Mayoral Casanova,Pasadizo de Amada Amorós 28 Apt. 19 ,Pasadizo de Amada Amorós 28 Apt. 19 ,,,San Miguel,19073,PE-LIM,PE,+34736 76 66 34,,,,Yape,50d04c76-eec4-41ef-98bf-e9b6338756a3,0,WAIRA,3.2022676367589571e+18,,Low,web,0,,,,,,,,,,,+34736 76 66 34,,,Lima (Departamento),Lima (Departamento),b77e15eb-b999-403e-bae8-fd12892cca4a,,,
WAIRA-13852,palomarpiedad@cabrera.org,paid,2024-04-22 04:07:35.000000 UTC,fulfilled,2024-04-24 03:07:35.000000 UTC,true,PEN,491.4,10,0,501.4,,0.0,Estándar,2024-04-22 03:07:35.000000 UTC,1,Polera Fernanda Mujer - Beige - M,178.25,,POLE-FER-BEI-M,true,true,fulfilled,América Mayoral Casanova,Pasadizo de Amada Amorós 28 Apt. 19 ,Pasadizo de Amada Amorós 28 Apt. 19 ,,,San Miguel,19073,PE-LIM,PE,+34736 76 66 34,América Mayoral Casanova,Pasadizo de Amada Amorós 28 Apt. 19 ,Pasadizo de Amada Amorós 28 Apt. 19 ,,,San Miguel,19073,PE-LIM,PE,+34736 76 66 34,,,,Yape,e921f32b-94f0-4aab-87fb-dfc6cd5297ea,0,WAIRA,9.7769657386757453e+17,,Low,web,0,,,,,,,,,,,+34736 76 66 34,,,Lima (Departamento),Lima (Departamento),42b2f566-9305-4ed4-8ff3-a2cdecc3084f,,,
WAIRA-13852,palomarpiedad@cabrera.org,paid,2024-04-22 04:07:35.000000 UTC,fulfilled,2024-04-24 03:07:35.000000 UTC,true,PEN,491.4,10,0,501.4,,0.0,Estándar,2024-04-22 03:07:35.000000 UTC,1,Pantalón Zaida - Verde - XL,120.59,,PANT-ZAI-VER-XL,true,true,fulfilled,América Mayoral Casanova,Pasadizo de Amada Amorós 28 Apt. 19 ,Pasadizo de Amada Amorós 28 Apt. 19 ,,,San Miguel,19073,PE-LIM,PE,+34736 76 66 34,América Mayoral Casanova,Pasadizo de Amada Amorós 28 Apt. 19 ,Pasadizo de Amada Amorós 28 Apt. 19 ,,,San Miguel,19073,PE-LIM,PE,+34736 76 66 34,,,,Yape,f6366099-1575-4f36-a8e7-d6336c75d37a,0,WAIRA,2.4612453410196219e+18,,Low,web,0,,,,,,,,,,,+34736 76 66 34,,,Lima (Departamento),Lima (Departamento),da6b223e-2801-439e-9955-ab6602c0fb0b,,,
WAIRA-13853,msalas@gmail.com,paid,2024-09-22 01:55:33.000000 UTC,unfulfilled,,false,PEN,81.41,10,0,91.41,SUERTE,34.89,Estándar,2024-09-22 00:55:33.000000 UTC,1,Short Luis Hombre - Verde - M,116.3,,SHOR-LUI-VER-M,true,true,pending,Vicenta Begoña Jara Casado,Paseo Graciana Ferrero 7,Paseo Graciana Ferrero 7,,,San Miguel,88037,PE-LIM,PE,+34 705040517,Vicenta Begoña Jara Casado,Paseo Graciana Ferrero 7,Paseo Graciana Ferrero 7,,,San Miguel,88037,PE-LIM,PE,+34 705040517,,,,Mercado Pago,1ede313d-32fc-4080-a689-5e91a352ecd4,0,WAIRA,1.8309878976901499e+19,,Low,web,0,,,,,,,,,,,+34 705040517,,,Lima (Departamento),Lima (Departamento),fc1c5901-a3a1-4b54-b6db-68fec5ea2d29,,,
WAIRA-13854,asalgado@pinilla.net,paid,2024-06-16 00:01:17.000000 UTC,unfulfilled,,true,PEN,1034.66,10,0,1044.66,,0.0,Estándar,2024-06-15 23:01:17.000000 UTC,1,Vestido Crescencia - Beige - M,163.99,215.57,VEST-CRE-BEI-M,true,true,pending,Alexandra Galvez Perelló,Ronda de Luisa Haro 975 Puerta 6 ,Ronda de Luisa Haro 975 Puerta 6 ,,,San Luis,20902,PE-LIM,PE,+34737 77 48 67,Alexandra Galvez Perelló,Ronda de Luisa Haro 975 Puerta 6 ,Ronda de Luisa Haro 975 Puerta 6 ,,,San Luis,20902,PE-LIM,PE,+34737 77 48 67,,,,Mercado Pago,cadaec85-646f-486a-86a2-5fef68ddca5e,0,WAIRA,1.6037226492827552e+19,,Low,web,0,,,,,,,,,,,+34737 77 48 67,,,Lima (Departamento),Lima (Departamento),2d821a05-bd7b-44cb-9c6c-051bfbdae434,,,
WAIRA-13854,asalgado@pinilla.net,paid,2024-06-16 00:01:17.000000 UTC,unfulfilled,,true,PEN,1034.66,10,0,1044.66,,0.0,Estándar,2024-06-15 23:01:17.000000 UTC,3,Saco Amarilis - Beige - XL,169.3,228.71,SACO-AMA-BEI-XL,true,true,pending,Alexandra Galvez Perelló,Ronda de Luisa Haro 975 Puerta 6 ,Ronda de Luisa Haro 975 Puerta 6 ,,,San Luis,20902,PE-LIM,PE,+34737 77 48 67,Alexandra Galvez Perelló,Ronda de Luisa Haro 975 Puerta 6 ,Ronda de Luisa Haro 975 Puerta 6 ,,,San Luis,20902,PE-LIM,PE,+34737 77 48 67,,,,Mercado Pago,a72b1572-6152-4a8e-a126-50fdc55ef225,0,WAIRA,1.6786682426022445e+19,,Low,web,0,,,,,,,,,,,+34737 77 48 67,,,Lima (Departamento),Lima (Departamento),1645a8f5-b321-48fa-b6b7-fde363e395c3,,,
WAIRA-13854,asalgado@pinilla.net,paid,2024-06-16 00:01:17.000000 UTC,unfulfilled,,true,PEN,1034.66,10,0,1044.66,,0.0,Estándar,2024-06-15 23:01:17.000000 UTC,1,Polo Juan Hombre - Azul Marino - L,186.76,202.64,POLO-JUA-AZU-L,true,true,pending,Alexandra Galvez Perelló,Ronda de Luisa Haro 975 Puerta 6 ,Ronda de Luisa Haro 975 Puerta 6 ,,,San Luis,20902,PE-LIM,PE,+34737 77 48 67,Alexandra Galvez Perelló,Ronda de Luisa Haro 975 Puerta 6 ,Ronda de Luisa Haro 975 Puerta 6 ,,,San Luis,20902,PE-LIM,PE,+34737 77 48 67,,,,Mercado Pago,ed84bd95-6267-46ec-abdc-1aa9badfb10b,0,WAIRA,1.0102138448995437e+19,,Low,web,0,,,,,,,,,,,+34737 77 48 67,,,Lima (Departamento),Lima (Departamento),28950fc3-13c8-45dc-9b89-398bf8d22324,,,
WAIRA-13854,asalgado@pinilla.net,paid,2024-06-16 00:01:17.000000 UTC,unfulfilled,,true,PEN,1034.66,10,0,1044.66,,0.0,Estándar,2024-06-15 23:01:17.000000 UTC,1,Casaca Lucía Mujer - Blanco - M,176.01,,CASA-LUC-BLA-M,true,true,pending,Alexandra Galvez Perelló,Ronda de Luisa Haro 975 Puerta 6 ,Ronda de Luisa Haro 975 Puerta 6 ,,,San Luis,20902,PE-LIM,PE,+34737 77 48 67,Alexandra Galvez Perelló,Ronda de Luisa Haro 975 Puerta 6 ,Ronda de Luisa Haro 975 Puerta 6 ,,,San Luis,20902,PE-LIM,PE,+34737 77 48 67,,,,Mercado Pago,40310124-1450-4617-b57b-329a1f446f0d,0,WAIRA,7.1108028157531423e+18,,Low,web,0,,,,,,,,,,,+34737 77 48 67,,,Lima (Departamento),Lima (Departamento),676974a6-d651-4d48-9eae-929314a801b6,,,
WAIRA-13855,jose-manuel81@hotmail.com,paid,2024-09-21 00:41:52.000000 UTC,fulfilled,2024-09-22 23:41:52.000000 UTC,true,PEN,308.59,10,0,318.59,CYBER,308.59,Estándar,2024-09-20 23:41:52.000000 UTC,1,Saco Carmela - Beige - M,129.28,,SACO-CAR-BEI-M,true,true,fulfilled,Natalio Bayona Adadia,Rambla Jose Manuel Tejera 9 Apt. 23 ,Rambla Jose Manuel Tejera 9 Apt. 23 ,,,San Borja,54476,PE-LIM,PE,+34 736 291 293,Natalio Bayona Adadia,Rambla Jose Manuel Tejera 9 Apt. 23 ,Rambla Jose Manuel Tejera 9 Apt. 23 ,,,San Borja,54476,PE-LIM,PE,+34 736 291 293,,,,Mercado Pago,6513f37b-b9be-44f3-8be2-ea77aec30bf6,0,WAIRA,1.8361520817153183e+18,,Low,web,0,,,,,,,,,,,+34 736 291 293,,,Lima (Departamento),Lima (Departamento),0ec7a525-ad36-4e23-b147-5b2fc73ff72b,,,
WAIRA-13855,jose-manuel81@hotmail.com,paid,2024-09-21 00:41:52.000000 UTC,fulfilled,2024-09-22 23:41:52.000000 UTC,true,PEN,308.59,10,0,318.59,CYBER,308.59,Estándar,2024-09-20 23:41:52.000000 UTC,1,Camisa Diego Hombre - Negro - M,133.92,,CAMI-DIE-NEG-M,true,true,fulfilled,Natalio Bayona Adadia,Rambla Jose Manuel Tejera 9 Apt. 23 ,Rambla Jose Manuel Tejera 9 Apt. 23 ,,,San Borja,54476,PE-LIM,PE,+34 736 291 293,Natalio Bayona Adadia,Rambla Jose Manuel Tejera 9 Apt. 23 ,Rambla Jose Manuel Tejera 9 Apt. 23 ,,,San Borja,54476,PE-LIM,PE,+34 736 291 293,,,,Mercado Pago,cb008638-aff3-4bdd-9716-91ef0d48ff5d,0,WAIRA,1.06341774691803e+19,,Low,web,0,,,,,,,,,,,+34 736 291 293,,,Lima (Departamento),Lima (Departamento),624d8df7-0d25-4d26-b9a1-8fa6d81d9a23,,,
WAIRA-13855,jose-manuel81@hotmail.com,paid,2024-09-21 00:41:52.000000 UTC,fulfilled,2024-09-22 23:41:52.000000 UTC,true,PEN,308.59,10,0,318.59,CYBER,308.59,Estándar,2024-09-20 23:41:52.000000 UTC,1,Short René - Marrón - M,161.59,,SHOR-REN-MAR-M,true,true,fulfilled,Natalio Bayona Adadia,Rambla Jose Manuel Tejera 9 Apt. 23 ,Rambla Jose Manuel Tejera 9 Apt. 23 ,,,San Borja,54476,PE-LIM,PE,+34 736 291 293,Natalio Bayona Adadia,Rambla Jose Manuel Tejera 9 Apt. 23 ,Rambla Jose Manuel Tejera 9 Apt. 23 ,,,San Borja,54476,PE-LIM,PE,+34 736 291 293,,,,Mercado Pago,ac2ae61e-b7e5-4578-bbbd-8323e1db692e,0,WAIRA,2.0893720991552566e+17,,Low,web,0,,,,,,,,,,,+34 736 291 293,,,Lima (Departamento),Lima (Departamento),22566eb6-7830-47bc-a719-13bac70ebb9f,,,
WAIRA-13855,jose-manuel81@hotmail.com,paid,2024-09-21 00:41:52.000000 UTC,fulfilled,2024-09-22 23:41:52.000000 UTC,true,PEN,308.59,10,0,318.59,CYBER,308.59,Estándar,2024-09-20 23:41:52.000000 UTC,1,Blusa Juan Hombre - Negro - XL,192.39,,BLUS-JUA-NEG-XL,true,true,fulfilled,Natalio Bayona Adadia,Rambla Jose Manuel Tejera 9 Apt. 23 ,Rambla Jose Manuel Tejera 9 Apt. 23 ,,,San Borja,54476,PE-LIM,PE,+34 736 291 293,Natalio Bayona Adadia,Rambla Jose Manuel Tejera 9 Apt. 23 ,Rambla Jose Manuel Tejera 9 Apt. 23 ,,,San Borja,54476,PE-LIM,PE,+34 736 291 293,,,,Mercado Pago,181ee697-0a2c-4c2f-9399-3cad97a2236e,0,WAIRA,1.6952659052835525e+19,,Low,web,0,,,,,,,,,,,+34 736 291 293,,,Lima (Departamento),Lima (Departamento),c8c60c58-3321-4ff4-9256-9a75032ba1ed,,,
WAIRA-13856,maria-belen49@cantero.es,paid,2024-04-26 23:46:13.000000 UTC,fulfilled,2024-04-28 22:46:13.000000 UTC,false,PEN,927.71,10,0,937.71,,0.0,Estándar,2024-04-26 22:46:13.000000 UTC,3,Polo Diego Hombre - Rojo - M,88.48,141.53,POLO-DIE-ROJ-M,true,true,fulfilled,Lorenzo Mendez Álvarez,Cuesta de Maxi Benavent 70 Puerta 4 ,Cuesta de Maxi Benavent 70 Puerta 4 ,,,San Borja,48212,PE-LIM,PE,+34976 598 056,Lorenzo Mendez Álvarez,Cuesta de Maxi Benavent 70 Puerta 4 ,Cuesta de Maxi Benavent 70 Puerta 4 ,,,San Borja,48212,PE-LIM,PE,+34976 598 056,,,,Yape,1e37e504-dcdd-4d5f-9501-47e9f6cab408,0,WAIRA,8.8975758084379945e+18,,Low,web,0,,,,,,,,,,,+34976 598 056,,,Lima (Departamento),Lima (Departamento),8c76e528-5230-4bee-86a0-9293eecbc51b,,,
WAIRA-13856,maria-belen49@cantero.es,paid,2024-04-26 23:46:13.000000 UTC,fulfilled,2024-04-28 22:46:13.000000 UTC,false,PEN,927.71,10,0,937.71,,0.0,Estándar,2024-04-26 22:46:13.000000 UTC,1,Falda Juan Hombre - Rojo - L,150.7,,FALD-JUA-ROJ-L,true,true,fulfilled,Lorenzo Mendez Álvarez,Cuesta de Maxi Benavent 70 Puerta 4 ,Cuesta de Maxi Benavent 70 Puerta 4 ,,,San Borja,48212,PE-LIM,PE,+34976 598 056,Lorenzo Mendez Álvarez,Cuesta de Maxi Benavent 70 Puerta 4 ,Cuesta de Maxi Benavent 70 Puerta 4 ,,,San Borja,48212,PE-LIM,PE,+34976 598 056,,,,Yape,73a1a069-286e-4180-88e0-53212409dde3,0,WAIRA,1.6123880314236326e+19,,Low,web,0,,,,,,,,,,,+34976 598 056,,,Lima (Departamento),Lima (Departamento),ad09d8e9-9c62-4bfe-a168-b2106c84d369,,,
WAIRA-13856,maria-belen49@cantero.es,paid,2024-04-26 23:46:13.000000 UTC,fulfilled,2024-04-28 22:46:13.000000 UTC,false,PEN,927.71,10,0,937.71,,0.0,Estándar,2024-04-26 22:46:13.000000 UTC,1,Saco Carla Mujer - Beige - L,116.47,,SACO-CAR-BEI-L,true,true,fulfilled,Lorenzo Mendez Álvarez,Cuesta de Maxi Benavent 70 Puerta 4 ,Cuesta de Maxi Benavent 70 Puerta 4 ,,,San Borja,48212,PE-LIM,PE,+34976 598 056,Lorenzo Mendez Álvarez,Cuesta de Maxi Benavent 70 Puerta 4 ,Cuesta de Maxi Benavent 70 Puerta 4 ,,,San Borja,48212,PE-LIM,PE,+34976 598 056,,,,Yape,dd877e4d-e614-4356-b326-8d60b37f2c7e,0,WAIRA,1.0001998321804431e+18,,Low,web,0,,,,,,,,,,,+34976 598 056,,,Lima (Departamento),Lima (Departamento),f674cd49-9868-459d-807c-e665b2c91bfb,,,
WAIRA-13856,maria-belen49@cantero.es,paid,2024-04-26 23:46:13.000000 UTC,fulfilled,2024-04-28 22:46:13.000000 UTC,false,PEN,927.71,10,0,937.71,,0.0,Estándar,2024-04-26 22:46:13.000000 UTC,2,Polera Lucía Mujer - Verde - L,197.55,,POLE-LUC-VER-L,true,true,fulfilled,Lorenzo Mendez Álvarez,Cuesta de Maxi Benavent 70 Puerta 4 ,Cuesta de Maxi Benavent 70 Puerta 4 ,,,San Borja,48212,PE-LIM,PE,+34976 598 056,Lorenzo Mendez Álvarez,Cuesta de Maxi Benavent 70 Puerta 4 ,Cuesta de Maxi Benavent 70 Puerta 4 ,,,San Borja,48212,PE-LIM,PE,+34976 598 056,,,,Yape,a8965399-9d34-49d1-b505-838a58f91591,0,WAIRA,1.7632187530080829e+19,,Low,web,0,,,,,,,,,,,+34976 598 056,,,Lima (Departamento),Lima (Departamento),46e55495-cc2a-4496-bd8b-fd8aef20d753,,,
WAIRA-13857,rafaelahernandez@sainz-verdejo.com,paid,2023-02-24 14:13:33.000000 UTC,fulfilled,2023-02-26 13:13:33.000000 UTC,true,PEN,760.45,10,0,770.45,,0.0,Estándar,2023-02-24 13:13:33.000000 UTC,1,Saco Calista - Azul Marino - L,97.72,,SACO-CAL-AZU-L,true,true,fulfilled,Martirio Torrents Padilla,Rambla Tamara Leiva 46,Rambla Tamara Leiva 46,,,San Miguel,56576,PE-LIM,PE,+34 970 81 20 51,Martirio Torrents Padilla,Rambla Tamara Leiva 46,Rambla Tamara Leiva 46,,,San Miguel,56576,PE-LIM,PE,+34 970 81 20 51,,,,Yape,456b3a26-e856-4cde-93fa-2588dc7a600b,0,WAIRA,1.3290170445623937e+19,,Low,web,0,,,,,,,,,,,+34 970 81 20 51,,,Lima (Departamento),Lima (Departamento),ad46df46-d0aa-431c-a516-3aa3dc4825f1,,,
WAIRA-13857,rafaelahernandez@sainz-verdejo.com,paid,2023-02-24 14:13:33.000000 UTC,fulfilled,2023-02-26 13:13:33.000000 UTC,true,PEN,760.45,10,0,770.45,,0.0,Estándar,2023-02-24 13:13:33.000000 UTC,1,Camisa Pedro Hombre - Rojo - M,122.69,,CAMI-PED-ROJ-M,true,true,fulfilled,Martirio Torrents Padilla,Rambla Tamara Leiva 46,Rambla Tamara Leiva 46,,,San Miguel,56576,PE-LIM,PE,+34 970 81 20 51,Martirio Torrents Padilla,Rambla Tamara Leiva 46,Rambla Tamara Leiva 46,,,San Miguel,56576,PE-LIM,PE,+34 970 81 20 51,,,,Yape,87996a0e-0af0-4a95-a036-1249e17fe68f,0,WAIRA,1.4746729181403042e+19,,Low,web,0,,,,,,,,,,,+34 970 81 20 51,,,Lima (Departamento),Lima (Departamento),58ed2be9-9644-4983-a4db-33d4c959a235,,,
WAIRA-13857,rafaelahernandez@sainz-verdejo.com,paid,2023-02-24 14:13:33.000000 UTC,fulfilled,2023-02-26 13:13:33.000000 UTC,true,PEN,760.45,10,0,770.45,,0.0,Estándar,2023-02-24 13:13:33.000000 UTC,1,Short Andrea Mujer - Azul - M,161.11,198.03,SHOR-AND-AZU-M,true,true,fulfilled,Martirio Torrents Padilla,Rambla Tamara Leiva 46,Rambla Tamara Leiva 46,,,San Miguel,56576,PE-LIM,PE,+34 970 81 20 51,Martirio Torrents Padilla,Rambla Tamara Leiva 46,Rambla Tamara Leiva 46,,,San Miguel,56576,PE-LIM,PE,+34 970 81 20 51,,,,Yape,1a41c009-c03e-4aaa-aaa7-b3f5b024d04e,0,WAIRA,7.6316082098480271e+18,,Low,web,0,,,,,,,,,,,+34 970 81 20 51,,,Lima (Departamento),Lima (Departamento),0d5ba973-8c12-48e6-aadc-f58ce8d96e24,,,
WAIRA-13857,rafaelahernandez@sainz-verdejo.com,paid,2023-02-24 14:13:33.000000 UTC,fulfilled,2023-02-26 13:13:33.000000 UTC,true,PEN,760.45,10,0,770.45,,0.0,Estándar,2023-02-24 13:13:33.000000 UTC,3,Pantalón Evaristo - Verde - XS,126.31,,PANT-EVA-VER-XS,true,true,fulfilled,Martirio Torrents Padilla,Rambla Tamara Leiva 46,Rambla Tamara Leiva 46,,,San Miguel,56576,PE-LIM,PE,+34 970 81 20 51,Martirio Torrents Padilla,Rambla Tamara Leiva 46,Rambla Tamara Leiva 46,,,San Miguel,56576,PE-LIM,PE,+34 970 81 20 51,,,,Yape,5906ed5e-992b-4f68-a95a-628c3786b57a,0,WAIRA,1.1089472754259874e+19,,Low,web,0,,,,,,,,,,,+34 970 81 20 51,,,Lima (Departamento),Lima (Departamento),1b4e3615-8200-4084-8ec9-19a4ca36a96f,,,
WAIRA-13858,nievescisneros@hotmail.com,paid,2023-04-03 13:15:23.000000 UTC,fulfilled,2023-04-05 12:15:23.000000 UTC,true,PEN,485.31,10,0,495.31,,0.0,Estándar,2023-04-03 12:15:23.000000 UTC,1,Vestido Mateo Hombre - Azul Marino - XS,178.28,232.65,VEST-MAT-AZU-XS,true,true,fulfilled,Ulises Cueto-Belda,Via Renata Rovira 59,Via Renata Rovira 59,,,Jesús María,79101,PE-LIM,PE,+34960 785 782,Ulises Cueto-Belda,Via Renata Rovira 59,Via Renata Rovira 59,,,Jesús María,79101,PE-LIM,PE,+34960 785 782,,,,Mercado Pago,c079f0b0-a770-4a39-ab22-ed791dd6e839,0,WAIRA,1.0463274627951315e+19,,Low,web,0,,,,,,,,,,,+34960 785 782,,,Lima (Departamento),Lima (Departamento),f6efcbf0-7506-4658-9537-0f00354afe44,,,
WAIRA-13858,nievescisneros@hotmail.com,paid,2023-04-03 13:15:23.000000 UTC,fulfilled,2023-04-05 12:15:23.000000 UTC,true,PEN,485.31,10,0,495.31,,0.0,Estándar,2023-04-03 12:15:23.000000 UTC,2,Polera Valeria Mujer - Gris - L,110.2,,POLE-VAL-GRI-L,true,true,fulfilled,Ulises Cueto-Belda,Via Renata Rovira 59,Via Renata Rovira 59,,,Jesús María,79101,PE-LIM,PE,+34960 785 782,Ulises Cueto-Belda,Via Renata Rovira 59,Via Renata Rovira 59,,,Jesús María,79101,PE-LIM,PE,+34960 785 782,,,,Mercado Pago,37c8bde4-0ca5-4ac0-a112-148f9c367d06,0,WAIRA,1.0535358629987242e+19,,Low,web,0,,,,,,,,,,,+34960 785 782,,,Lima (Departamento),Lima (Departamento),32e013d6-499f-405e-89af-49965a651949,,,
